"musician","album","label","edit","crow","core","thou"
"Priester, Julien","Love, Love","ECM",8,"No","No","Yes"
"Pullen, Don","Evidence Of Things Unseen","Black Saint",1,"No","No","Yes"
"Pullen, Don","New Beginnings","Blue Note",1,"No","No","No"
"Pullen, Don","Random Thoughts","Blue Note",1,"No","No","No"
"Pullen, Don","Ode To Life","Blue Note",2,"No","No","Yes"
"Puschnig, Wolfgang","Alpine Aspects","Amadeo",2,"No","No","No"
"Quartett","No Secrets","New Albion",5,"No","No","No"
"Quebec, Ike","It Might As Well Be Spring","Blue Note",10,"No","No","Yes"
"Quest","Redemption","hatology",9,"No","No","Yes"
"Quinichette, Paul","On The Sunny Side","OJC",10,"No","No","Yes"
"Rae, Ronnie","From Cradle to Groove","10 To 10",8,"No","No","No"
"Raeburn, Boyd","Jubilee Performances 1946","Hep",10,"No","No","Yes"
"Randall, Freddy","FR And His Band","Lake",5,"No","No","Yes"
"Raney, Doug","The Doug Raney Quintet","Steeplechase",1,"No","No","Yes"
"Raney, Jimmy","A","OJC",1,"No","No","Yes"
"Raney, Jimmy","Here's That Raney Day","Black & Blue",1,"No","No","No"
"Raney, Jimmy","The Master","Criss Cross",1,"No","No","No"
"Raney, Jimmy","Wisteria","Criss Cross",1,"No","No","Yes"
"Raney, Jimmy","Duets","Steeplechase",1,"No","No","No"
"Rathbun, Andrew","Affairs Of State","Steeplechase",9,"No","No","Yes"
"Rava, Enrico","Enrico Rava Quartet","ECM",1,"No","No","No"
"Rava, Enrico","Pilgrim & Stars","ECM",3,"No","No","Yes"
"Rava, Enrico","Duo En Noir","Between",5,"No","No","No"
"Rava, Enrico","Easy Living","ECM",7,"No","No","No"
"Rava, Enrico","Full Of Life","Cam Jazz",8,"No","No","No"
"Recyclers","Visit","Babel",4,"No","No","No"
"Redd, Freddie","Music From The Connection","Blue Note",3,"No","No","Yes"
"Reddy, Rob","Hundred Jumping Devils","Reddy",9,"No","No","No"
"Redman, Dewey","Ear Of The Behearer","Impulse",5,"No","No","Yes"
"Redman, Dewey","In London","Palmetto",10,"No","No","Yes"
"Redman, Don","Shakin' The Africann","Hep",10,"No","No","Yes"
"Redman, Joshua","JR","Warner Bros",2,"No","No","Yes"
"Redman, Joshua","Wish","Warner Bros",2,"No","No","No"
"Reece, Dizzy","Asia Minor","OJC",10,"No","No","Yes"
"Reed, Mike","Last Year's Ghost","482 Music",10,"No","No","Yes"
"Reichel, Hans","Death Of Rare Bird Ymir","FMP",2,"No","No","No"
"Reichel, Hans","Lower Lurum","BRD",3,"No","No","No"
"Reijseger, Ernst","I Love You So Much It Hurts","Winter",10,"No","No","Yes"
"Reinhardt, Django","Swing From Paris","ASV",1,"No","No","No"
"Reinhardt, Django","Swing In Paris 1936-40","Affinity",1,"No","No","No"
"Reinhardt, Django","Bruxelles/Paris","Musidisc",1,"No","No","No"
"Reinhardt, Django","DR 35-36","Classics",2,"No","No","Yes"
"Reinhardt, Django","Classic Recordings In Order","JSP",5,"No","Yes","No"
"Reinhardt, Django","Volume 2: Paris/London","JSP",7,"No","No","No"
"Reinhardt, Django","Integrale: Volume 1","Fremeaux",7,"No","No","No"
"Reinhardt, Django","Volume 2, 3, 4","Naxos",7,"No","No","No"
"Reinhardt, Django","Peche A la Mouche","Verve",10,"No","No","Yes"
"Remler, Emily","East To Wes","Concord",1,"No","No","No"
"Remler, Emily","Retrospective V1 Standards","Concord",1,"No","No","No"
"Remler, Emily","Transitions","Concord",10,"No","No","Yes"
"Rempis, Dave","Hunter Gatherers","482 Music",9,"No","No","No"
"Rendell, Don","Shades of Blue / Dusk Fire","BGO",10,"No","No","Yes"
"Revolutionary Ensemble","RE ","ESP",10,"No","No","Yes"
"Rich, Buddy","Compact Jazz","Verve",1,"No","No","No"
"Rich, Buddy","Swingin' New Big Band","Pacific Jazz",10,"No","No","Yes"
"Richards, Tim","Epistrophy","33 Records",8,"No","No","No"
"Richmond, Kim","Passages","Sea Breeze",2,"No","No","No"
"Riley, Herlin","Cream of Crescent","Criss Cross",8,"No","No","No"
"Riley, Howard","Procession","Wondrous",2,"No","No","No"
"Riley, Howard","Flight","FMR",4,"No","No","No"
"Riley, Howard","Feathers With Jaki","Slam",4,"No","No","No"
"Riley, Howard","Descending Circles","Blueprint",4,"No","No","No"
"Riley, Howard","Inner Minor","ASC",4,"No","No","No"
"Riley, Howard","The Day Will Come","Columbia",5,"Yes","No","Yes"
"Riley, Howard","Duality","Jazzprint",8,"No","No","No"
"Riley, Howard","At Lincoln Cathedral","Heliopause",8,"No","No","Yes"
"Riley, Howard","Consequences","33 Records",8,"No","No","No"
"Riley, Howard","Short Stories Vol2","Slam",9,"No","No","No"
"Rimmington, Sammy","Exciting Sax of SR","Progressive",10,"No","No","Yes"
"Rivers, Sam","Waves","Tomato",4,"No","No","No"
"Rivers, Sam","Portrait","FMP",4,"No","No","Yes"
"Rivers, Sam","8 Day Journal","Nato",5,"No","No","No"
"Rivers, Sam","Winter Garden","Nato",5,"No","No","No"
"Rivers, Sam","Inspiration","RCA",5,"No","No","No"
"Rivers, Sam","Colours","Black Saint",10,"No","No","Yes"
"Rivers, Sam","Fuchsia Swing Song","Blue Note",10,"No","No","Yes"
"Roach, Max","In Concert","Vogue",1,"No","No","No"
"Roach, Max","Alone Together","Verve",4,"No","Yes","Yes"
"Roach, Max","It's Time","Impulse",3,"No","No","No"
"Roach, Max","Daahoud","OMR",1,"No","No","No"
"Roach, Max","Deeds, Not Words","OJC",1,"No","No","No"
"Roach, Max","We Insist!","Candid",1,"Yes","Yes","Yes"
"Roach, Max","Birth And Rebirth","Black Saint",1,"No","No","No"
"Roach, Max","Historic Concerts","Soul Note",3,"No","No","Yes"
"Roach, Max","To The Max!","Enja",1,"No","No","No"
"Roach, Max","With New Orchestra","Blue Note",4,"No","No","No"
"Robertson, Herb","Shades of Bud Powell","Winter",7,"No","No","Yes"
"Robinson, Jim","JR New Orleans Band","OJC",10,"No","No","Yes"
"Robinson, Perry","Funk Dumpling","Savoy",3,"No","No","Yes"
"Robinson, Orphy","The Vibes Describes","Blue Note",10,"No","No","Yes"
"Robinson, Spike","The CTS Session","Hep",10,"No","No","Yes"
"Robson, Phil","Screenwash","Babel",8,"No","No","No"
"Rocheman, Manuel","Come Shine","Columbia",9,"No","No","No"
"Rocheman, Manuel","Cactus Dance","Nocturne",9,"No","No","No"
"Roditi, Claudio","Free Wheelin'","Reservoir",10,"No","No","Yes"
"Rodney, Red","Music From Chicago","OJC",1,"No","No","No"
"Rodney, Red","Fiery","Savoy",2,"No","No","No"
"Rodney, Red","RR Quintets","Fantasy",10,"No","No","Yes"
"Rogers, Adam","Apparitions","Criss Cross",8,"No","No","No"
"Rogers, Adam","Time & Infinite","Criss Cross",9,"No","No","Yes"
"Rogers, David","World Is Not Your Home","Jumbie",9,"No","No","No"
"Rogers, Paul","Listen","Emanem",8,"No","No","No"
"Rogers, Shorty","Short Stops","RCA Bluebird",1,"No","No","No"
"Rogers, Shorty","Big SR Express","RCA",3,"No","No","No"
"Rogers, Shorty","SR Courts Count","RCA",5,"No","No","No"
"Rogers, Shorty","Sweetheart Of Freud","Giant Steps",7,"No","Yes","Yes"
"Rogers, Shorty","West Coast Jazz","Proper",8,"No","No","No"
"Rollins, Sonny","Tenor Madness","OJC",1,"No","No","No"
"Rollins, Sonny","Saxophone Colossus","OJC",1,"Yes","Yes","Yes"
"Rollins, Sonny","Tour De Force","OJC",1,"No","No","No"
"Rollins, Sonny","Newk's Time","Blue Note",1,"No","No","No"
"Rollins, Sonny","A Night At VV Vol. 1,2","Blue Note",1,"Yes","Yes","Yes"
"Rollins, Sonny","In Denmark ()","Moon",2,"No","No","No"
"Rollins, Sonny","Complete Prestige","Prestige",3,"No","No","No"
"Rollins, Sonny","Complete RCA","RCA",4,"No","No","No"
"Rollins, Sonny","Silver City","Milestone",4,"No","No","No"
"Rollins, Sonny","This Is What I Do","Milestone",6,"No","Yes","Yes"
"Roney, Wallace","Obsession","Muse",1,"No","No","No"
"Roney, Wallace","According To Mr Raney","32 Jazz",5,"No","No","No"
"Roney, Wallace","WR Quintet","Warner Bros",4,"No","No","No"
"Roney, Wallace","No Room For Argument","Stretch",6,"No","No","Yes"
"Rosenberg, Scott","Creative Music Orchestra, 2001","New World",8,"No","No","No"
"Rosenberg, Scott","New Folk, New Blues","482 Music",8,"No","No","No"
"Rosengren, Bernt","Notes From Underground","EMI",3,"No","No","No"
"Rosengren, Bernt","Jazz Club 57","Dragon",10,"No","No","Yes"
"Rosenwinkel, Kurt","East Coast Love Affair","Fresh Sound",10,"No","No","Yes"
"Rosewoman, Michele","Quintessence","Enja",1,"No","No","No"
"Rosewoman, Michele","The Source","Soul Note",4,"No","No","No"
"Rosnes, Renee","As We Are Now","Blue Note",4,"No","No","No"
"Rosnes, Renee","Art & Soul","Blue Note",5,"No","No","No"
"Rosolino, Frank","Free For All","OJC",1,"No","No","Yes"
"Rosolino, Frank","FR/5","VSOP",4,"No","No","No"
"Rothenberg, Ned","The Cruz","Leo",2,"No","No","No"
"Rothenberg, Ned","Lumina Recordings","Tzadik",8,"No","No","No"
"Rothenberg, Ned","Power Lines","New World",9,"No","No","Yes"
"Rothenberg, Ned","Fell Clutch","Animul",9,"No","No","No"
"Rotondi, Jim","Iron Man","Criss Cross",8,"No","No","No"
"Rouse, Charlie","Epistrophy","Landmark",1,"No","No","No"
"Rouse, Charlie","Moment's Notice","Storyville",5,"No","No","No"
"ROVA","Bingo","Victo",4,"No","Yes","Yes"
"ROVA","Electric Ascension","Atavistic",8,"Yes","No","Yes"
"ROVA","Juke Box Suite","Not Two",9,"No","No","No"
"Rowe, Keith","Dimension Perfectly Ordinary","Matchless",5,"No","No","No"
"Rowe, Keith","Duos For Doris","Erstwhile",7,"No","No","No"
"Rowles, Jimmy","Such Beau. Music Tog.","Xanadu",1,"No","No","No"
"Rowles, Jimmy","Peacocks","Columbia",2,"No","No","No"
"Rowles, Jimmy","Grandpa's Vibrato","Black & Blue",5,"No","No","No"
"Rowles, Jimmy","Our Delight","VSOP",10,"No","No","Yes"
"Rubalcaba, Gonzalo","The Blessing","Blue Note",1,"No","No","No"
"Rubalcaba, Gonzalo","Avatar","Blue Note",9,"No","No","Yes"
"Rudd, Roswell","Unheard Herbie Nichols I","CIMP",4,"No","No","Yes"
"Rudd, Roswell","Unheard Herbie Nichols II","CIMP",10,"No","No","Yes"
"Rudd, Roswell","Flexible Flyer","Black Lion",5,"No","No","No"
"Rudd, Roswell","Blown Bone","Emanem",9,"No","No","Yes"
"Ruiz, Hilton","Piano Man","Steeplechase",1,"No","No","No"
"Ruiz, Hilton","A Moment's Notice","Novus/RCA",1,"No","No","No"
"Ruiz, Hilton","Manhattan Mambo","Telarc",10,"No","No","Yes"
"Rumsey, Howard","Sunday Jazz Vol2","OJC",5,"No","No","No"
"Rumsey, Howard","Sunday Jazz Vol 1,2,3","OJC",10,"No","No","Yes"
"Rushing, Jimmy","Complete On V","Vanguard",2,"No","No","No"
"Rushing, Jimmy","Rushing Lullabies","Columbia",4,"No","Yes","No"
"Rushing, Jimmy","Complete Goin' To Chicago","Lonehill",8,"No","No","No"
"Rushing, Jimmy","Five Feet Of Soul","Roulette",10,"No","No","Yes"
"Russell, George","Ezz-Thetics","OJC",1,"No","No","Yes"
"Russell, George","Jazz Workshop","RCA",4,"No","Yes","Yes"
"Russell, George","Stratusphunk","OJC",4,"No","No","No"
"Russell, George","Jazz In The Space Age","Chess",6,"No","No","No"
"Russell, George","At The Five Spot","Verve",6,"No","No","No"
"Russell, George","80th Birthday Concert","Concept",8,"No","No","No"
"Russell, George","Live In An American Time Spiral","Soul Note",10,"No","No","Yes"
"Russell, John","Conceits","Acta",1,"No","No","No"
"Russell, John","From Next To Last","Emanem",8,"No","No","No"
"Russell, John","Analekta","Emanem",9,"No","No","No"
"Russell, John","Birthdays","Emanem",9,"No","No","No"
"Russell, Luis","Savoy Shout","JSP",1,"No","No","No"
"Russell, Luis","LR Collection 26-34","Collector's",2,"No","No","No"
"Russell, Luis","LR 26-29/30-31 ()","Classics",2,"No","No","No"
"Russell, Luis","LR & His Orchestra","Topaz",3,"No","No","No"
"Russell, Luis","LR Story","Retrieval",6,"No","No","Yes"
"Russell, Pee Wee","Swingin' With Pee Wee","Prestige",5,"No","No","Yes"
"Rutherford, Paul","Gentle Harm","Emanem",4,"No","No","Yes"
"Rutherford, Paul","Chapter One","Emanem",6,"No","No","No"
"Rutherford, Paul","Gheim","Emanem",8,"No","No","Yes"
"Rutherford, Paul","Iskra 3","Psi",8,"No","No","No"
"Rutherford, Paul","Hoxha","Spool",8,"No","No","No"
"Rutherford, Paul","The Zone","Konnex",9,"No","No","No"
"Rypdal, Terje","Lux Aeterna","ECM",7,"No","No","No"
"Rypdal, Terje","Odyssey","ECM",10,"No","No","Yes"
"St Cyr, Johnny","JSC","American",10,"No","No","Yes"
"Salamon, Samo","Ornethology","SSCD",8,"No","No","Yes"
"Salamon, Samo","Ela's Dream","Splasc(h)",8,"No","No","No"
"Salamon, Samo","Government Cheese","Fresh Sound",9,"No","No","No"
"Sanchez, David","Travesia","Sony",6,"No","No","Yes"
"Sandell, Sten","Music From Water Hole","Alice",9,"No","No","No"
"Sandell, Sten","Disappeared","Nuscope",9,"No","No","No"
"Sandell, Sten","Oval","Sofa",9,"No","No","No"
"Sanders, Pharoah","Crescent With Love","Evidence",4,"No","No","Yes"
"Sanders, Pharoah","Karma","Impulse",10,"No","No","Yes"
"Sandke, Randy","Rediscovered Louis & Bix","Nagel Heyer",5,"No","No","No"
"Sandke, Randy","Inside Out","Nagel Heyer",10,"No","No","Yes"
"Sandvik, Marit","Song, Fall Soft","Taurus",4,"No","No","No"
"Santamaria, Mongo","Watermelon Man","Milestone",10,"No","No","Yes"
"Sardaby, Michel","Night Cap","Sound Hills",2,"No","No","No"
"Sassetti, Bernardo","Nocturno","Clean Feed",7,"No","No","No"
"Sassetti, Bernardo","Unreal: Sidewalk Cartoon","Clean Feed",9,"No","No","Yes"
"Savolainen, Jarmo","True Image","A Records",3,"No","No","No"
"Savoy Sultans","Al Cooper's SS 1938-1941","Classics",10,"No","No","Yes"
"Schaphorst, Ken","Purple","Naxos",5,"No","No","No"
"Scheinman, Jenny","12 Songs","Cryptogram",8,"No","No","No"
"Schiano, Mario","Social Security","Victo",4,"No","No","No"
"Schlippenbach, A.","Piano Solo","FMP",1,"No","No","No"
"Schlippenbach, A.","Pakistani Pomade","FMP",1,"Yes","No","Yes"
"Schlippenbach, A.","Detto Fra Di Noi","Po Torch",1,"No","No","No"
"Schlippenbach, A.","Elf Bagatellen","FMP",1,"No","No","No"
"Schlippenbach, A.","Smoke","FMP",1,"No","No","No"
"Schlippenbach, A.","Das Hohe Lied","Po Torch",1,"No","No","No"
"Schlippenbach, A.","Digger's Harvest","FMP",5,"No","No","No"
"Schlippenbach, A.","Swinging The Bim","FMP",6,"No","Yes","No"
"Schlippenbach, A.","Monk's Casino","Intakt",8,"Yes","No","Yes"
"Schlippenbach, A.","Piano Solo 12 Tone Tales I II","Intakt",9,"No","No","No"
"Schneider, Maria","Concert In The Garden","ArtistShare",8,"No","No","Yes"
"Schneider, Maria","Sky Blue","ArtistShare",9,"No","No","No"
"Schnitter, David","Sketch","Sunnyside",8,"No","No","No"
"Schoof, Manfred","European Echoes","FMP",1,"No","No","Yes"
"Schuller,George","Jigsaw","482 Music",8,"No","No","No"
"Schubert, Mathias","Blue & Grey Suite","Enja",4,"No","No","No"
"Schweizer, Irene","Piano Solo: Vols. 1, 2","Intakt",1,"No","No","No"
"Schweizer, Irene","Chicago Piano Solo","Intakt",6,"No","No","No"
"Schweizer, Irene","IS / Gunter Sommer","Intakt",4,"No","No","Yes"
"Schweizer, Irene","IS / Pierre Favre","Intakt",4,"No","No","No"
"Schweizer, Irene","IS / Han Bennink","Intakt",4,"No","No","No"
"Schweizer, Irene","Storming Of Winter Palace","Intakt",1,"No","No","No"
"Schweizer, Irene","Ulrichsberg","Intakt",7,"No","No","No"
"Schweizer, Irene","Live At Taktlos","Intakt",8,"No","No","No"
"Schweizer, Irene","First Choice ","Intakt",9,"No","No","No"
"Sclavis, Louis","Clarinettes","IDA",1,"No","No","Yes"
"Sclavis, Louis","Ellington On The Air","IDA",2,"No","No","No"
"Sclavis, Louis","Violences De Rameau","ECM",4,"No","No","No"
"Sclavis, Louis","L'Affrontement Pretendants","ECM",6,"No","No","No"
"Sclavis, Louis","Roman","FMP",8,"No","No","No"
"Sclavis, Louis","L'Imparfait Des Langues","ECM",9,"No","No","Yes"
"Scofield, John","Still Warm","Gramavision",1,"No","No","Yes"
"Scofield, John","Time On My Hands","Blue Note",1,"No","No","No"
"Scofield, John","Quiet","Verve",4,"No","Yes","Yes"
"Scott, Jimmy","All The Way","Warner Bros",5,"No","No","No"
"Scott, Jimmy","Dreams","Warner Bros",5,"No","No","No"
"Scott, Ronnie","When I Want Your Opinion","RS's Jazz",4,"No","No","Yes"
"Scott, Ronnie","Live At RS","Columbia",5,"No","No","No"
"Scott, Ronnie","Legacy","Ember",8,"No","No","No"
"Scott, Shirley","Soul Shoutin'","Prestige",10,"No","No","Yes"
"Scott, Stephen","Aminah's Dream","Verve",2,"No","No","No"
"Scott, Stephen","Renaissance Suite","Verve",4,"No","No","No"
"Scott, Tony","A Day In New York","Fresh Sound",1,"No","No","Yes"
"Seim, Trygve","Different Rivers","ECM",6,"No","No","Yes"
"Seim, Trygve","Sangam","ECM",8,"No","No","No"
"Sellars, Joey","Pastels, Ashes","Nine Winds",2,"No","No","No"
"Shank, Bud","That Old Feeling","Contemporary",1,"No","No","No"
"Shank, Bud","Lost In Stars","Fresh Sound",2,"No","No","Yes"
"Shank, Bud","Silver Storm","Raw",7,"No","No","No"
"Shank, Bud","Jazz In Hollywood","OJC",10,"No","No","Yes"
"Sharrock, Sonny","Guitar","Enemy",1,"No","No","No"
"Sharrock, Sonny","Ask The Ages","Axiom",1,"No","No","Yes"
"Shavers, Charlie","Horn O'Plenty","Lonehill",10,"No","No","Yes"
"Shaw, Artie","AS 1939 ","Classics",5,"No","No","Yes"
"Shaw, Artie","AS 1945","Classics",5,"No","No","No"
"Shaw, Artie","Self Portrait","Bluebird",6,"No","Yes","No"
"Shaw, Ian","A World Still Turning","441 Records",8,"No","No","Yes"
"Shaw, Woody","In My Own Sweet Way","In + Out",1,"No","No","No"
"Shaw, Woody","Cassandranite","Muse",2,"No","No","No"
"Shaw, Woody","Dark Journey","32 Jazz",5,"No","No","No"
"Shaw, Woody","Moontrane","32 Jazz",3,"No","No","No"
"Shaw, Woody","Solid","Camden",5,"No","No","No"
"Shaw, Woody","Little Red's Fantasy","32 Jazz",5,"No","No","No"
"Shaw, Woody","Rosewood","Columbia",5,"No","No","No"
"Shaw, Woody","Song Of Songs","OJC",10,"No","No","Yes"
"Shearing, George","Jazz Masters","Verve",10,"No","No","Yes"
"Shepp, Archie","AS & NY Contemporary 5","Storyville",1,"No","No","No"
"Shepp, Archie","Four For Trane","Impulse",4,"No","Yes","Yes"
"Shepp, Archie","Live In San Francisco","Impulse",4,"No","No","No"
"Shepp, Archie","Long March","Hat Art",2,"No","No","No"
"Shepp, Archie","Freedom ()","JMY",1,"No","No","No"
"Shepp, Archie","The Way Ahead","Impulse",5,"No","No","No"
"Shepp, Archie","Attica Blues","Verve",8,"No","No","Yes"
"Shepp, Archie","Looking At Bird","Steeplechase",10,"No","No","Yes"
"Sheppard, Andy","Soft On The Inside","Antilles",10,"No","No","Yes"
"Shipp, Matthew","One","Thirsty Ear",8,"No","No","Yes"
"Shorter, Alan","Tes Esat","America",8,"No","No","No"
"Shorter, Wayne","Speak No Evil","Blue Note",1,"No","Yes","Yes"
"Shorter, Wayne","Adams Apple","Blue Note",1,"No","No","No"
"Shorter, Wayne","Best Of WS","Blue Note",5,"No","No","No"
"Shorter, Wayne","Great Sessions","Blue Note",8,"No","No","No"
"Shorter, Wayne","Alegria","Verve",10,"No","No","Yes"
"Silva, Alan","Skillfullness","ESP",10,"No","No","Yes"
"Silver, Horace","Song For My Father","Blue Note",1,"No","No","Yes"
"Silver, Horace","The Jody Grind","Blue Note",1,"No","No","No"
"Silver, Horace","Reentry","32 Jazz",5,"No","No","No"
"Silver, Horace","Retrospective","Blue Note",5,"No","No","No"
"Silver, Horace","Blowin' The Blues Away","Blue Note",7,"No","Yes","Yes"
"Silver Leaf Jazz Band","New Orleans Wiggle","GHB",6,"Yes","No","Yes"
"Simmons, Sonny","Transcendence","CIMP",4,"No","No","Yes"
"Simmons, Sonny","Music From The Spheres","ESP",10,"No","No","Yes"
"Sims, Zoot","ZS And Gershwin Brothers","OJC",1,"No","No","No"
"Sims, Zoot","If I'm Lucky","OJC",1,"No","Yes","Yes"
"Sims, Zoot","I Wish I Were Twins","OJC",5,"No","No","No"
"Sims, Zoot","Down Home","Lonehill",8,"No","No","No"
"Skidmore, Alan","After The Rain","Miles Music",5,"No","No","No"
"Smith, Ian","Daybreak","Emanem",7,"No","No","No"
"Smith, Jabbo","Jabbo Smith Vols. 1, 2","Retrieval",1,"No","No","No"
"Smith, Jabbo","JS 1929-38","Classics",2,"No","No","Yes"
"Smith, Jabbo","Ace Of Rhythm","Topaz",4,"No","No","No"
"Smith, Jimmy","Cool Blues","Blue Note",1,"No","No","No"
"Smith, Jimmy","Bashin'","Verve",4,"No","No","No"
"Smith, Jimmy","Groovin' At Smalls' Paradise","Blue Note",5,"No","Yes","Yes"
"Smith, Joe","Melodic Workshop","Fresh Sound",8,"No","No","No"
"Smith, Leo","The Mass On The World","Moers",1,"No","No","No"
"Smith, Leo","Procession Of Great..","Chief",1,"No","No","No"
"Smith, Leo","Divine Love","ECM",4,"No","Yes","Yes"
"Smith, Leo","Red Sulphur Sky","Tzadik",6,"No","No","No"
"Smith, Leo","Kabell Years","Tzadik",8,"No","Yes","No"
"Smith, Leo","Lake Biwa","Tzadik",8,"No","No","No"
"Smith, Leo","Wisdom In Time","Intakt",9,"No","No","No"
"Smith, Leo","Golden Quartet","Tzadik",10,"No","No","Yes"
"Smith, Roger","Unexpected Turns","Emanem",4,"No","No","No"
"Smith, Roger","Spanish Guitar","Emanem",7,"No","No","No"
"Smith, Roger","Butterfly & Bee","Emanem",9,"No","No","No"
"Smith, Steve","Flashpoint","Tone Center",8,"No","No","No"
"Smith, Stuff","SS Trio 1943","Progressive",10,"No","No","Yes"
"Smith, Tommy","Paris","Blue Note",2,"No","No","Yes"
"Smith, Tommy","Sound Of Love","Linn",4,"No","No","No"
"Smith, Tommy","Blue Smith","Linn",5,"No","No","No"
"Smith, Tommy","Bezique","Spartacus",7,"No","No","No"
"Smith, Tommy","Forbidden Fruit","Spartacus",8,"No","No","No"
"Smith, Willie 'The Lion'","WTLS 1925-1927","Classics",10,"No","No","Yes"
"Smith, Willie 'The Lion'","WTLS & His Cubs","Timeless",3,"No","No","No"
"Smoker, Paul","Alone","Sound",1,"No","No","Yes"
"Smoker, Paul","Genuine Fables","Hat Art",2,"No","No","No"
"Smoker, Paul","Halloween The Sequel","Nine Winds",5,"No","No","No"
"Smulyan, Gary","More Treasures","Reservoir",10,"No","No","Yes"
"Snidero, Jim","Music of Joe Henderson","Double Time",5,"No","No","No"
"Snidero, Jim","Blue Afternoon","Criss Cross",10,"No","No","Yes"
"Solal, Martial","Plays Hodeir","OMD",1,"No","No","No"
"Solal, Martial","Sans Tambour Ni Trompette","RCA",4,"No","No","No"
"Solal, Martial","Vogue Vol. 2 & 3","Vogue",2,"No","No","No"
"Solal, Martial","Big Band","Verve",2,"No","No","No"
"Solal, Martial","Improvisie","JMS",3,"No","No","No"
"Solal, Martial","Triangle","JMS",3,"No","No","No"
"Solal, Martial","Balade du 10 Mars","Soul Note",5,"No","No","Yes"
"Solal, Martial","Plays Ellington","Dreyfus",6,"No","No","No"
"Solal, Martial","Contrasts","Storyville",6,"No","No","No"
"Solal, Martial","Rue De Seine","Cam Jazz",8,"No","No","No"
"Solal, Martial","Solitude","Cam Jazz",9,"No","No","Yes"
"Solberg, Nils","Back To Back","Wave",8,"No","No","No"
"Sommer, Gunter","Wisdom In Time","Intakt",9,"No","No","No"
"SOS","SOS","Ogun",10,"No","No","Yes"
"South, Eddie","ES 1937-1941","Classics",10,"No","No","Yes"
"South Frisco Band","Sage Hen Strut","Stomp Off",2,"No","No","No"
"Spanier, Muggsy","MS 31 & 39","BBC",1,"Yes","No","No"
"Spanier, Muggsy","At The Jazz Band Ball","Bluebird",1,"No","No","No"
"Spanier, Muggsy","1939-42","Classics",2,"No","Yes","Yes"
"Spanier, Muggsy","The Great 16","RCA",2,"No","No","No"
"Spaulding, James","Brilliant Corners","Muse",1,"No","No","No"
"Spearman, Glenn","Smokehouse","Black Saint",3,"No","No","Yes"
"Speed, Chris","Deviantics","Songlines",10,"No","No","Yes"
"Sphere","Sphere","Verve",5,"No","No","No"
"Spirit Level","On The level","33 Records",3,"No","No","No"
"Spirits Of Rhythm","SOR 1933-1945","Classics",10,"No","No","Yes"
"SME","Karyobin","Chronoscope",2,"No","No","No"
"SME","Face To Face","Emanem",3,"No","No","No"
"SME","A New Distance","Emanem",3,"No","No","No"
"SME","Quintessence","Emanem",9,"No","Yes","Yes"
"Stacy, Jess","35-39","Classics",3,"No","No","No"
"Stacy, Jess","EcStacy","ASV",3,"No","No","Yes"
"Stafford, Terell","Centripetal Force","Candid",4,"No","No","Yes"
"Stanko, Tomasz","Bosanossa","Gowi",2,"No","No","No"
"Stanko, Tomasz","Leosia","ECM",4,"Yes","Yes","Yes"
"Stanko, Tomasz","Litania","ECM",4,"No","No","No"
"Stanko, Tomasz","From Green Hill","ECM",5,"No","No","No"
"Stanko, Tomasz",":rarum","ECM",7,"No","No","No"
"Stanko, Tomasz","Suspended Night","ECM",8,"No","No","No"
"Steele, Colin","Journey Home","Caber",7,"No","No","No"
"Steig, Jeremy","Outlaws","Enja",1,"No","No","No"
"Stenson, Bobo","Reflections","ECM",4,"No","No","No"
"Stenson, Bobo","Serenity","ECM",6,"No","Yes","Yes"
"Stenson, Bobo","War Orphans","ECM",7,"No","No","No"
"Stenson, Bobo","Goodbye","ECM",8,"No","No","No"
"Stern, Leni","Closer To The Light","Enja",2,"No","No","No"
"Stetch, John","Green Grove","Justin Time",8,"No","No","No"
"Stetch, John","Heavens of 100 Days","Justin Time",8,"No","No","No"
"Stetch, John","Ukrainianism","Justin Time",8,"No","No","No"
"Stetch, John","Exponentially Monk","Justin Time",8,"No","No","No"
"Stetch, John","Bruxin'","Justin Time",9,"No","No","No"
"Stevens, John","The Longest Night, Vol. 1","Ogun",1,"No","No","No"
"Stevens, John","New Cool","TheJazzLabel",3,"No","No","No"
"Stevens, John","Fast Colour","Loose Torque",8,"No","No","No"
"Stevens, John","Corner To Corner","Ogun",9,"No","No","No"
"Stevens, Michael Jefry","Elements","Leo",4,"No","No","No"
"Stevens, Michael Jefry","Mosaic Sextet","GM",10,"No","No","Yes"
"Stewart, Bill","Telepathy","Blue Note",4,"No","No","No"
"Stewart, Rex","Chatter Jazz","RCA",3,"No","No","No"
"Stewart, Rex","RS & Ellingtonians","OJC",10,"No","No","Yes"
"Stewart, Slam","Slam Bam","Black & Blue",10,"No","No","Yes"
"Stillman, Loren","Blind Date","Pirouet",9,"No","No","Yes"
"Stitt, Sonny","Tune-Up!","Muse",1,"No","No","No"
"Stitt, Sonny","Constellation","Muse",1,"No","No","Yes"
"Stitt, Sonny","New York Jazz","Verve",10,"No","No","Yes"
"Strayhorn, Billy","Lush Life","Red Baron",2,"No","No","No"
"Strayhorn, Billy","Stanley Dance Sessions","Lonehill",8,"No","No","No"
"String Trio Of NY","First String","Black Saint",1,"No","No","No"
